year,iso_code,country,ft_globalclimatephysicalriskindexgcpri
1994,LIE,Liechtenstein,14.201446486848472
1995,LIE,Liechtenstein,14.284735172120888
1996,LIE,Liechtenstein,16.94205563629638
1997,LIE,Liechtenstein,13.156809223865418
1998,LIE,Liechtenstein,17.751479002837446
1999,LIE,Liechtenstein,15.228921704164245
1993,LTU,Lithuania,13.733601026777452
1994,LTU,Lithuania,15.92642693666104
1995,LTU,Lithuania,19.766266863832904
1996,LTU,Lithuania,24.05256802687021
1997,LTU,Lithuania,18.931444887477436
1998,LTU,Lithuania,17.63582330790163
1999,LTU,Lithuania,20.69274566941343
1993,LUX,Luxembourg,17.17894922968968
1994,LUX,Luxembourg,14.40780742425022
1995,LUX,Luxembourg,15.61459829157441
1996,LUX,Luxembourg,20.058652856055097
1997,LUX,Luxembourg,16.82366858530164
1998,LUX,Luxembourg,13.343401190027295
1999,LUX,Luxembourg,13.222500098958797
1993,MKD,Macedonia,21.3189794264456
1994,MKD,Macedonia,14.956499446781734
1995,MKD,Macedonia,4.441508879523308
1996,MKD,Macedonia,9.344060426049586
1997,MKD,Macedonia,8.463355896369205
1998,MKD,Macedonia,12.257482718916442
1999,MKD,Macedonia,10.966568126306656
1993,MDG,Madagascar,9.54592722131633
1994,MDG,Madagascar,8.571708411839458
1995,MDG,Madagascar,7.333311766867936
1996,MDG,Madagascar,9.957245504112464
1997,MDG,Madagascar,8.20539201995422
1998,MDG,Madagascar,10.691493209486282
1999,MDG,Madagascar,8.762831771215392
1993,MWI,Malawi,3.4900607150766394
1994,MWI,Malawi,4.870447220354428
1995,MWI,Malawi,6.011190452180003
1996,MWI,Malawi,6.596549034741521
1997,MWI,Malawi,5.237118631488053
1998,MWI,Malawi,6.9203569745910825
1999,MWI,Malawi,4.2672272621288725
1993,MYS,Malaysia,12.87260812519727
1994,MYS,Malaysia,11.025905281972278
1995,MYS,Malaysia,13.547125777355056
1996,MYS,Malaysia,16.508304324634715
1997,MYS,Malaysia,15.897255072716424
1998,MYS,Malaysia,20.969780871274924
1999,MYS,Malaysia,13.559914053702633
1993,MDV,Maldives,9.28250574442067
1994,MDV,Maldives,11.545056356723832
1995,MDV,Maldives,7.105935938539662
1996,MDV,Maldives,5.310661860474608
1997,MDV,Maldives,5.864917509197269
1998,MDV,Maldives,12.48948103857784
1999,MDV,Maldives,4.467080875140163
1993,MLI,Mali,10.96777421174518
1994,MLI,Mali,14.832061431959742
1995,MLI,Mali,9.527833379189676
1996,MLI,Mali,7.975076924092267
1997,MLI,Mali,8.814239646694192
1998,MLI,Mali,11.341192235904336
1999,MLI,Mali,10.15850618268912
1993,MLT,Malta,14.317133511416609
1994,MLT,Malta,16.590010309915044
1995,MLT,Malta,15.973140859874164
1996,MLT,Malta,13.117450841524173
1997,MLT,Malta,13.685344040855224
1998,MLT,Malta,18.725609687482255
1999,MLT,Malta,18.66375385984731
1993,MRT,Mauritania,9.3641539520086
1994,MRT,Mauritania,11.475393309188805
1995,MRT,Mauritania,12.739865305680825
1996,MRT,Mauritania,6.763991418103371
1997,MRT,Mauritania,6.169069809957834
1998,MRT,Mauritania,9.761517500399574
1999,MRT,Mauritania,9.28795850082306
1993,MUS,Mauritius,18.24290940157363
1994,MUS,Mauritius,11.005124147881368
1995,MUS,Mauritius,11.91765205782938
1996,MUS,Mauritius,17.943753932436625
1997,MUS,Mauritius,13.71246598279698
1998,MUS,Mauritius,15.742061583135465
1999,MUS,Mauritius,9.36291833489139
1993,MEX,Mexico,12.736751634387623
1994,MEX,Mexico,10.196656923830265
1995,MEX,Mexico,13.202427470363665
1996,MEX,Mexico,14.148019519806953
1997,MEX,Mexico,13.97205944365694
1998,MEX,Mexico,17.478104125769065
1999,MEX,Mexico,15.815766041159646
1993,FSM,Micronesia,9.174518015905234
1994,FSM,Micronesia,6.238767959512851
1995,FSM,Micronesia,9.278275693353908
1996,FSM,Micronesia,9.895230311269112
1997,FSM,Micronesia,7.25701978874744
1998,FSM,Micronesia,5.8654613917467096
1999,FSM,Micronesia,12.050486524401707
1993,MDA,Moldova,9.530706573200868
1994,MDA,Moldova,7.665978425271175
1995,MDA,Moldova,3.778708045903248
1996,MDA,Moldova,23.099664517577597
1997,MDA,Moldova,15.685089059358926
1998,MDA,Moldova,17.41281551284201
1999,MDA,Moldova,14.857729372762815
1993,MNG,Mongolia,10.847208436875617
1994,MNG,Mongolia,11.119000091757329
1995,MNG,Mongolia,10.364703334147125
1996,MNG,Mongolia,14.895690629349268
1997,MNG,Mongolia,12.840895653475618
1998,MNG,Mongolia,12.534058961206664
1999,MNG,Mongolia,13.355159857462729
1993,MNE,Montenegro,13.057068380479858
1994,MNE,Montenegro,11.95647133037196
1995,MNE,Montenegro,9.662525729605576
1996,MNE,Montenegro,6.596875748277197
1997,MNE,Montenegro,6.921542723441799
1998,MNE,Montenegro,8.405499567364313
1999,MNE,Montenegro,6.86939597397568
1993,MAR,Morocco,14.417911116690616
1994,MAR,Morocco,14.720746038539406
1995,MAR,Morocco,13.048732152020332
1996,MAR,Morocco,12.478501809437144
1997,MAR,Morocco,8.890544535386507
1998,MAR,Morocco,13.376077601769056
1999,MAR,Morocco,16.165827580148832
1993,MOZ,Mozambique,6.612014787269873
1994,MOZ,Mozambique,6.928109266256814
1995,MOZ,Mozambique,8.268481280587835
1996,MOZ,Mozambique,8.642197038057038
1997,MOZ,Mozambique,8.629277029191492
1998,MOZ,Mozambique,11.247562497554336
1999,MOZ,Mozambique,8.508119412881939
1993,MMR,Myanmar,3.5512330740467077
1994,MMR,Myanmar,5.138168246490458
1995,MMR,Myanmar,4.202253021411417
1996,MMR,Myanmar,3.567498916453476
1997,MMR,Myanmar,1.977735676200012
1998,MMR,Myanmar,4.038178150030038
1999,MMR,Myanmar,3.5000952527435856
1993,NAM,Namibia,7.163429749603721
1994,NAM,Namibia,10.15561994435656
1995,NAM,Namibia,9.122642965936612
1996,NAM,Namibia,10.862487518329802
1997,NAM,Namibia,10.20626280431309
1998,NAM,Namibia,11.173191872461365
1999,NAM,Namibia,10.775939325799108
1993,NPL,Nepal,1.7539223785145233
1994,NPL,Nepal,2.61416258967269
1995,NPL,Nepal,2.537518692583011
1996,NPL,Nepal,3.870732718321861
1997,NPL,Nepal,3.536016331291922
1998,NPL,Nepal,9.187271034259782
1999,NPL,Nepal,13.822936883797285
1993,NLD,Netherlands,11.494765002081358
1994,NLD,Netherlands,12.608581729138535
1995,NLD,Netherlands,14.82145017227056
1996,NLD,Netherlands,22.66366610067914
1997,NLD,Netherlands,17.139587903318304
1998,NLD,Netherlands,13.174688091232886
1999,NLD,Netherlands,16.407055459753018
1993,NZL,New Zealand,12.1548022731882
1994,NZL,New Zealand,14.21176670042483
1995,NZL,New Zealand,16.082345768505462
1996,NZL,New Zealand,20.137801667184384
1997,NZL,New Zealand,22.15476532969123
1998,NZL,New Zealand,20.88943399679198
1999,NZL,New Zealand,19.94664391683425
1993,NIC,Nicaragua,9.304753023916131
1994,NIC,Nicaragua,2.459743976843693
1995,NIC,Nicaragua,0.3804404941806516
1996,NIC,Nicaragua,5.27011781725377
1997,NIC,Nicaragua,19.562031203263142
1998,NIC,Nicaragua,16.79424162342898
1999,NIC,Nicaragua,16.63345190128863
1993,NER,Niger,15.798689745831274
1994,NER,Niger,14.904779633280484
1995,NER,Niger,13.739834809450857
1996,NER,Niger,9.594074013233431
1997,NER,Niger,10.394787716626103
1998,NER,Niger,14.79567699603174
1999,NER,Niger,11.475949564789358
1994,NGA,Nigeria,0.1426954768465884
1995,NGA,Nigeria,0.0
1998,NGA,Nigeria,0.6047043576146022
1999,NGA,Nigeria,1.9160472907922992
1993,NIU,Niue,14.344851449425011
1994,NIU,Niue,15.451955280201174
1995,NIU,Niue,8.187711795485246
1996,NIU,Niue,9.94568123775694
1997,NIU,Niue,7.870895336936504
1993,PRK,North Korea,9.930450427809236
1994,PRK,North Korea,17.986054435917197
1995,PRK,North Korea,13.56831822741336
1996,PRK,North Korea,14.720399488494856
1997,PRK,North Korea,14.089363772195211
1998,PRK,North Korea,10.080426573047635
1999,PRK,North Korea,14.170356868498574
1993,NOR,Norway,7.6880479505881585
1994,NOR,Norway,11.872674331412052
1995,NOR,Norway,10.442658522948308
1996,NOR,Norway,11.642389769820149
1997,NOR,Norway,14.251422702240175
1998,NOR,Norway,11.781566664102296
1999,NOR,Norway,12.771844452950464
1993,OMN,Oman,10.181259859549725
1994,OMN,Oman,10.502236475737742
1995,OMN,Oman,13.006494086426011
1996,OMN,Oman,17.480782197741163
1997,OMN,Oman,18.522537387420652
1998,OMN,Oman,14.889753533388337
1999,OMN,Oman,11.357583105934308
1993,PAK,Pakistan,7.8324159446416655
1994,PAK,Pakistan,7.814560210641998
1995,PAK,Pakistan,8.522032560603716
1996,PAK,Pakistan,6.389019978795475
1997,PAK,Pakistan,7.196835590570827
1998,PAK,Pakistan,5.457402609096889
1999,PAK,Pakistan,5.154362862965855
1993,PAN,Panama,11.62728495044941
1994,PAN,Panama,10.89310230804708
1995,PAN,Panama,11.415834614068237
1996,PAN,Panama,13.008287852914366
1997,PAN,Panama,16.977417200455143
1998,PAN,Panama,24.24554307470451
1999,PAN,Panama,15.713918711743402
1993,PRY,Paraguay,9.84747788656862
1994,PRY,Paraguay,11.355914434497798
1995,PRY,Paraguay,11.71027427486604
1996,PRY,Paraguay,11.243703449721345
1997,PRY,Paraguay,9.739978091659134
1998,PRY,Paraguay,9.103358950744973
1999,PRY,Paraguay,12.243011064134269
1993,PER,Peru,7.74578713232525
1994,PER,Peru,9.41359753362518
1995,PER,Peru,11.315537309076976
1996,PER,Peru,14.841296441632382
1997,PER,Peru,15.637007996407164
1998,PER,Peru,14.613404264708787
1999,PER,Peru,7.52393486683292
1993,PHL,Philippines,12.213075118176189
1994,PHL,Philippines,8.960567562500046
1995,PHL,Philippines,12.024769793404834
1996,PHL,Philippines,12.5113827697246
1997,PHL,Philippines,11.352059937403116
1998,PHL,Philippines,14.287271995619491
1999,PHL,Philippines,7.596768090744793
1993,POL,Poland,13.650745637425064
1994,POL,Poland,14.318617812202186
1995,POL,Poland,16.7320107572813
1996,POL,Poland,20.12788521542116
1997,POL,Poland,14.687637554633618
1998,POL,Poland,13.78831298932774
1999,POL,Poland,16.056241549184232
1993,PRT,Portugal,11.538486721521544
1994,PRT,Portugal,9.912507077562012
1995,PRT,Portugal,12.478606104429849
1996,PRT,Portugal,15.038289618668548
1997,PRT,Portugal,12.28231861777163
1998,PRT,Portugal,17.65389243830135
1999,PRT,Portugal,19.280110547061504
1993,PRI,Puerto Rico,11.112209429835373
1994,PRI,Puerto Rico,8.812087908574707
1995,PRI,Puerto Rico,16.366811663521457
1996,PRI,Puerto Rico,12.638348493723605
1997,PRI,Puerto Rico,23.38106601994805
1998,PRI,Puerto Rico,13.932892626391745
1999,PRI,Puerto Rico,22.999001770154287
1993,QAT,Qatar,11.64872828953422
1994,QAT,Qatar,11.900699226818467
1995,QAT,Qatar,10.14394139037294
1996,QAT,Qatar,17.014647191206546
1997,QAT,Qatar,14.888007147528876
1998,QAT,Qatar,17.565608314608518
1999,QAT,Qatar,7.391608785583514
1993,COG,Republic of the Congo,6.710921949894696
1994,COG,Republic of the Congo,7.134278351628047
1995,COG,Republic of the Congo,5.166353689782284
1996,COG,Republic of the Congo,6.887991594882756
1997,COG,Republic of the Congo,3.338943973421995
1998,COG,Republic of the Congo,5.837426387260311
1999,COG,Republic of the Congo,5.1343362958273975
1993,ROU,Romania,13.009179914853885
1994,ROU,Romania,11.739456642084226
1995,ROU,Romania,12.948135239786357
1996,ROU,Romania,14.8943998137453
1997,ROU,Romania,9.39068384775426
1998,ROU,Romania,11.328130351537853
1999,ROU,Romania,7.537259997981434
1993,RUS,Russia,10.323732656524138
1994,RUS,Russia,11.949974064044472
1995,RUS,Russia,9.051196466952224
1996,RUS,Russia,11.797898037112
1997,RUS,Russia,11.465051802307466
1998,RUS,Russia,14.236230629259078
1999,RUS,Russia,12.2053931908949
1993,RWA,Rwanda,2.0097920537465974
1994,RWA,Rwanda,7.351803197313711
1995,RWA,Rwanda,14.073839930740643
1996,RWA,Rwanda,8.668459025317386
1997,RWA,Rwanda,9.502561793564258
1998,RWA,Rwanda,0.5249343832020997
1999,RWA,Rwanda,2.245154275997926
1993,SAU,Saudi Arabia,11.934105685964523
1994,SAU,Saudi Arabia,10.579324001998708
1995,SAU,Saudi Arabia,10.819566207504714
1996,SAU,Saudi Arabia,13.43400831839247
1997,SAU,Saudi Arabia,14.684201222224122
1998,SAU,Saudi Arabia,19.6010702350069
1999,SAU,Saudi Arabia,16.274152627868933
1993,SEN,Senegal,12.308113514631732
1994,SEN,Senegal,13.57926216218267
1995,SEN,Senegal,12.700121448832656
1996,SEN,Senegal,11.13157830819572
1997,SEN,Senegal,12.604300294054728
1998,SEN,Senegal,11.878105437421636
1999,SEN,Senegal,11.183821258500808
1993,SRB,Serbia,21.22833592018274
1994,SRB,Serbia,15.819569185169522
1995,SRB,Serbia,13.421453736390038
1996,SRB,Serbia,15.273619619100218
1997,SRB,Serbia,10.92699985685047
1998,SRB,Serbia,17.164666574734643
1999,SRB,Serbia,11.97065689269098
1993,SYC,Seychelles,8.415304224328253
1994,SYC,Seychelles,7.288562139777667
1995,SYC,Seychelles,9.626802098844747
1996,SYC,Seychelles,13.818983196032129
1997,SYC,Seychelles,7.292222426944874
1998,SYC,Seychelles,15.758297505846002
1999,SYC,Seychelles,4.376940627519598
1993,SLE,Sierra Leone,0.2624671916010498
1994,SLE,Sierra Leone,1.3666852249529415
1995,SLE,Sierra Leone,9.34111845644963
1996,SLE,Sierra Leone,10.265219744145174
1997,SLE,Sierra Leone,2.005620509557517
1993,SGP,Singapore,12.498596432130476
1994,SGP,Singapore,13.003624700412916
1995,SGP,Singapore,15.982802771068524
1996,SGP,Singapore,15.45493854761638
1997,SGP,Singapore,28.627626426375848
1998,SGP,Singapore,25.909897274923416
1999,SGP,Singapore,20.29226376783116
1993,SVK,Slovakia,18.10143389042949
1994,SVK,Slovakia,15.81870231758151
1995,SVK,Slovakia,15.172616391985866
1996,SVK,Slovakia,16.74879334858906
1997,SVK,Slovakia,13.565381694551789
1998,SVK,Slovakia,15.270781259391958
1999,SVK,Slovakia,13.63957810639488
1993,ZAF,South Africa,4.504762298637329
1994,ZAF,South Africa,5.491793859797701
1995,ZAF,South Africa,6.499075625788782
1996,ZAF,South Africa,7.278701470311264
1997,ZAF,South Africa,6.714748752007892
1998,ZAF,South Africa,6.751777602881763
1999,ZAF,South Africa,7.417998380233174
1993,KOR,South Korea,8.80416242410021
1994,KOR,South Korea,17.126930367071903
1995,KOR,South Korea,16.911864861964872
1996,KOR,South Korea,18.496103198800323
1997,KOR,South Korea,16.960603127011847
1998,KOR,South Korea,12.380177552591814
1999,KOR,South Korea,14.49723590567319
1993,SSD,South Sudan,0.2154086799756091
1994,SSD,South Sudan,0.4308173599512182
1995,SSD,South Sudan,0.0
1997,SSD,South Sudan,0.0
1998,SSD,South Sudan,1.16452439372608
1999,SSD,South Sudan,3.2087202867864413
1993,ESP,Spain,12.309805067054665
1994,ESP,Spain,13.138123555284531
1995,ESP,Spain,11.403742403128376
1996,ESP,Spain,10.899682029842596
1997,ESP,Spain,9.27389163870267
1998,ESP,Spain,12.423740577124033
1999,ESP,Spain,14.025882391655134
1993,LKA,Sri Lanka,9.572335086597167
1994,LKA,Sri Lanka,7.640109742304903
1995,LKA,Sri Lanka,8.375402633070744
1996,LKA,Sri Lanka,7.010029520665594
1997,LKA,Sri Lanka,5.24583211184033
1998,LKA,Sri Lanka,6.187347328558193
1999,LKA,Sri Lanka,3.042921323906901
1993,SDN,Sudan,1.395597073969224
1994,SDN,Sudan,2.634037430845979
1995,SDN,Sudan,1.0028871567099482
1996,SDN,Sudan,0.1782774440715455
1997,SDN,Sudan,0.5291109489064187
1998,SDN,Sudan,7.396585687152004
1999,SDN,Sudan,8.719690154234053
1993,SUR,Suriname,12.076949798364812
1994,SUR,Suriname,14.423615802979942
1995,SUR,Suriname,11.149851479871009
1996,SUR,Suriname,10.82225312609322
1997,SUR,Suriname,9.131466672423608
1998,SUR,Suriname,6.403322003847749
1999,SUR,Suriname,8.173235450069633
1993,SWZ,Swaziland,0.0
1995,SWZ,Swaziland,0.0
1996,SWZ,Swaziland,6.384344730233716
1997,SWZ,Swaziland,9.902067207933705
1998,SWZ,Swaziland,12.036367599529138
1999,SWZ,Swaziland,7.749682341896998
1993,SWE,Sweden,10.629361622903904
1994,SWE,Sweden,16.995255363253108
1995,SWE,Sweden,14.12495256448556
1996,SWE,Sweden,14.406831547128698
1997,SWE,Sweden,18.378526945646403
1998,SWE,Sweden,11.46839748738862
1999,SWE,Sweden,15.301061171431757
1993,CHE,Switzerland,7.926780673128435
1994,CHE,Switzerland,12.536313199885974
1995,CHE,Switzerland,14.922172578641955
1996,CHE,Switzerland,13.83285879943167
1997,CHE,Switzerland,13.208305599548408
1998,CHE,Switzerland,16.74496015163287
1999,CHE,Switzerland,13.925587846119914
1993,SYR,Syria,14.415719907955662
1994,SYR,Syria,13.576568567218178
1995,SYR,Syria,11.378894159513822
1996,SYR,Syria,13.398729630480071
1997,SYR,Syria,14.045391680234951
1998,SYR,Syria,15.77272070436741
1999,SYR,Syria,10.107653471479852
1993,TJK,Tajikistan,4.669287265531043
1994,TJK,Tajikistan,5.727153966661183
1995,TJK,Tajikistan,4.400176931628696
1996,TJK,Tajikistan,1.420749368476658
1997,TJK,Tajikistan,3.21433846280142
1998,TJK,Tajikistan,5.429401924259664
1999,TJK,Tajikistan,9.320046307531172
1993,TZA,Tanzania,1.6007365346400682
1994,TZA,Tanzania,4.960101348864207
1995,TZA,Tanzania,6.47879838933509
1996,TZA,Tanzania,6.062492198998193
1997,TZA,Tanzania,7.892038998569351
1998,TZA,Tanzania,5.009312505353871
1999,TZA,Tanzania,2.5444134852461624
1993,THA,Thailand,12.473600456639064
1994,THA,Thailand,11.109861542796128
1995,THA,Thailand,13.785726597779291
1996,THA,Thailand,13.056517980936666
1997,THA,Thailand,9.921290218185138
1998,THA,Thailand,16.47927007981325
1999,THA,Thailand,10.897023428584976
1993,TGO,Togo,8.144418233682952
1994,TGO,Togo,10.261003030820762
1995,TGO,Togo,10.394323828892928
1996,TGO,Togo,7.627163511066949
1997,TGO,Togo,7.801952434387605
1998,TGO,Togo,12.517836011675934
1999,TGO,Togo,6.292002084422353
1993,TON,Tonga,11.721069769646856
1994,TON,Tonga,11.071587064332167
1995,TON,Tonga,6.31341233187423
1996,TON,Tonga,6.709189903513431
1997,TON,Tonga,10.503465946735728
1998,TON,Tonga,6.1860481992154135
1999,TON,Tonga,4.782750494970449
1993,TUN,Tunisia,15.217455958358444
1994,TUN,Tunisia,15.938805012098555
1995,TUN,Tunisia,11.763267979331
1996,TUN,Tunisia,11.873243869086972
1997,TUN,Tunisia,12.00301571422931
1998,TUN,Tunisia,15.748081599572805
1999,TUN,Tunisia,19.61807261760904
1993,TUR,Türkiye,16.072961830853778
1994,TUR,Türkiye,16.185943138309746
1995,TUR,Türkiye,13.395052214191828
1996,TUR,Türkiye,12.90895684806452
1997,TUR,Türkiye,13.174518917645914
1998,TUR,Türkiye,13.376714248415077
1999,TUR,Türkiye,10.57163816604877
1993,TKM,Turkmenistan,8.704547925144066
1994,TKM,Turkmenistan,9.470220926748269
1995,TKM,Turkmenistan,8.080146185161258
1996,TKM,Turkmenistan,10.08613508391073
1997,TKM,Turkmenistan,7.331286599937627
1998,TKM,Turkmenistan,7.586706285626228
1999,TKM,Turkmenistan,9.751316071149194
1993,TUV,Tuvalu,6.885276731482012
1994,TUV,Tuvalu,6.595910565151622
1995,TUV,Tuvalu,5.756576293483603
1996,TUV,Tuvalu,0.955751743153318
1997,TUV,Tuvalu,1.1636350541359528
1998,TUV,Tuvalu,1.1636350541359528
1999,TUV,Tuvalu,2.9189533126541
1993,UGA,Uganda,2.7637654923766277
1994,UGA,Uganda,3.7903966949464296
1995,UGA,Uganda,4.4404348327551
1996,UGA,Uganda,3.854282371638485
1997,UGA,Uganda,4.465550770972829
1998,UGA,Uganda,3.4479958865325164
1999,UGA,Uganda,1.655507132464057
1993,UKR,Ukraine,10.341403876097903
1994,UKR,Ukraine,10.057024617086771
1995,UKR,Ukraine,7.780767440459786
1996,UKR,Ukraine,9.174881270656735
1997,UKR,Ukraine,6.546883425819335
1998,UKR,Ukraine,6.143155609705641
1999,UKR,Ukraine,16.403761701668856
1993,USA,United States,26.175470968337468
1994,USA,United States,26.67539857121494
1995,USA,United States,27.05611003304104
1996,USA,United States,28.090167076893906
1997,USA,United States,27.039356022013077
1998,USA,United States,28.44391988241488
1999,USA,United States,33.50477752123341
1993,URY,Uruguay,14.20564620554911
1994,URY,Uruguay,12.576726337523588
1995,URY,Uruguay,16.181663571022316
1996,URY,Uruguay,14.960394697174248
1997,URY,Uruguay,11.400096208112704
1998,URY,Uruguay,4.747407842666675
1999,URY,Uruguay,9.407340091122746
1993,UZB,Uzbekistan,10.069448351709015
1994,UZB,Uzbekistan,12.774430222992802
1995,UZB,Uzbekistan,9.83444230187694
1996,UZB,Uzbekistan,10.47446347502678
1997,UZB,Uzbekistan,9.214058847560814
1998,UZB,Uzbekistan,7.487702898801654
1999,UZB,Uzbekistan,9.86029749995146
1993,VUT,Vanuatu,15.974019416554746
1994,VUT,Vanuatu,18.90366348060327
1995,VUT,Vanuatu,12.764052451459074
1996,VUT,Vanuatu,15.075752483429294
1997,VUT,Vanuatu,18.68788120073889
1998,VUT,Vanuatu,8.662525463684489
1999,VUT,Vanuatu,12.392840128501906
1993,VEN,Venezuela,9.313729228900518
1994,VEN,Venezuela,9.398389365311036
1995,VEN,Venezuela,11.880765569046206
1996,VEN,Venezuela,11.635755174661035
1997,VEN,Venezuela,13.150354400729286
1998,VEN,Venezuela,15.2592149397698
1999,VEN,Venezuela,10.05808760417005
1993,VNM,Viet Nam,15.79664248892404
1994,VNM,Viet Nam,17.49649617345727
1995,VNM,Viet Nam,17.60853471658409
1996,VNM,Viet Nam,19.21823271334492
1997,VNM,Viet Nam,17.133739881327752
1998,VNM,Viet Nam,19.53633148136567
1999,VNM,Viet Nam,11.355299088279033
1993,YEM,Yemen,10.922929576674122
1994,YEM,Yemen,6.381758948283929
1995,YEM,Yemen,4.0027516988310685
1996,YEM,Yemen,2.597407171347433
1997,YEM,Yemen,6.3928359590493065
1998,YEM,Yemen,6.089103187900383
1999,YEM,Yemen,6.86420879459836
1993,ZMB,Zambia,1.5855157213444686
1994,ZMB,Zambia,4.593470487786094
1995,ZMB,Zambia,4.1315862882898005
1996,ZMB,Zambia,1.664442341354262
1997,ZMB,Zambia,1.0391404177240158
1998,ZMB,Zambia,1.1377601361327412
1999,ZMB,Zambia,1.3372407103301036
1993,ZWE,Zimbabwe,7.092576856346283
1994,ZWE,Zimbabwe,10.635780562320532
1995,ZWE,Zimbabwe,10.116245954601215
1996,ZWE,Zimbabwe,12.555550772877488
1997,ZWE,Zimbabwe,8.339425203107421
1998,ZWE,Zimbabwe,10.300779538232026
1999,ZWE,Zimbabwe,7.482209293754486
1993,CHN,China,10.471447289557451
1994,CHN,China,11.527182954111456
1995,CHN,China,12.34566666640574
1996,CHN,China,12.83503655005604
1997,CHN,China,10.68006471011818
1998,CHN,China,11.18171493624686
1999,CHN,China,10.365875180516769
1993,GBR,United Kingdom,11.07148650530631
1994,GBR,United Kingdom,13.234656891477476
1995,GBR,United Kingdom,18.84910979673444
1996,GBR,United Kingdom,19.57775881368682
1997,GBR,United Kingdom,15.729753506157053
1998,GBR,United Kingdom,12.738803201044814
1999,GBR,United Kingdom,15.526573754880255
